arm	study_id	study_group	pmid	compartment	family	n_samples	n_subjects	n_TRA	n_TRB	n_IGH	n_IGK	n_IGL
tissue_reference	GSE121344	PMID:32005828	32005828	tissue	sra	7	7	0	0	7	7	6
tissue_reference	GSE164871	GSE164871		tissue	sra	7	7	5	6	7	7	7
tissue_reference	GSE49601	GSE49601		tissue	sra	7	7	3	6	6	6	5
tissue_reference	GSE160499	PMID:33414469	33414469	tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE194116	GSE194116		tissue	sra	7	7	3	1	7	7	7
tissue_reference	GSE104858	PMID:29503225	29503225	tissue	sra	7	2	0	0	7	7	7
tissue_reference	GSE297863	GSE297863		tissue	sra	7	7	0	2	7	7	4
tissue_reference	GSE232434	GSE232434		tissue	sra	7	7	2	2	7	7	7
tissue_reference	GSE152991	GSE152991		tissue	sra	7	7	0	0	7	7	2
tissue_reference	GSE52248	PMID:24735754	24735754	tissue	sra	7	5	0	0	7	7	7
tissue_reference	GSE275015	GSE275015		tissue	sra	7	7	0	1	7	7	7
tissue_reference	GSE263644	GSE263644		tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE188812	PMID:32923142	32923142	tissue	sra	7	6	2	2	7	7	7
tissue_reference	GSE273408	GSE273408		tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE210787	GSE210787		tissue	sra	7	7	4	6	7	7	7
tissue_reference	GSE132107	GSE132107		tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE109203	PMID:33304451	33304451	tissue	sra	7	7	1	2	7	7	7
tissue_reference	GSE275731	GSE275731		tissue	sra	7	7	1	2	7	7	5
tissue_reference	GSE261888	GSE261888		tissue	sra	7	6	0	0	7	7	7
tissue_reference	GSE146853	GSE146853		tissue	sra	7	7	0	1	7	7	7
tissue_reference	GSE176178	PMID:34430403	34430403	tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE58963	GSE58963		tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE190174	GSE190174		tissue	sra	7	7	0	1	7	7	7
tissue_reference	GSE175648	GSE175648		tissue	sra	7	7	0	0	7	6	6
tissue_reference	GSE222932	PMID:36928921	36928921	tissue	sra	7	4	3	4	7	7	7
tissue_reference	GSE136661	PMID:31591222	31591222	tissue	sra	7	7	0	1	7	7	7
tissue_reference	GSE169146	PMID:35668129	35668129	tissue	sra	7	4	6	7	5	6	5
tissue_reference	GSE117580	GSE117580		tissue	sra	7	7	0	5	2	4	2
tissue_reference	GSE264621	GSE264621		tissue	sra	7	7	0	0	7	7	6
tissue_reference	GSE189191	GSE189191		tissue	sra	7	7	4	4	7	7	6
tissue_reference	GSE136630	PMID:34059508	34059508	tissue	sra	7	5	0	0	7	7	7
tissue_reference	GSE58375	PMID:25759020	25759020	tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE130688	GSE130688		tissue	sra	7	7	0	0	7	7	6
tissue_reference	GSE96619	PMID:28494868	28494868	tissue	sra	6	4	1	2	5	6	5
tissue_reference	GSE115099	GSE115099		tissue	sra	6	6	0	1	6	6	6
tissue_reference	GSE212836	GSE212836		tissue	sra	6	6	0	0	6	6	5
tissue_reference	GSE121810	PMID:30742122	30742122	tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE189672	PMID:35108039	35108039	tissue	sra	6	6	0	1	6	6	6
tissue_reference	GSE58135	PMID:24929677	24929677	tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE183454	GSE183454		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE119968	PMID:31959771	31959771	tissue	sra	6	3	0	0	6	5	6
tissue_reference	GSE145272	GSE145272		tissue	sra	6	6	5	6	6	6	6
tissue_reference	GSE155164	GSE155164		tissue	sra	6	4	0	0	6	6	6
tissue_reference	GSE190504	GSE190504		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE214302	GSE214302		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE190924	GSE190924		tissue	sra	6	6	4	4	6	6	6
tissue_reference	GSE206448	GSE206448		tissue	sra	6	6	0	1	6	6	5
tissue_reference	GSE136044	GSE136044		tissue	sra	6	6	0	1	6	6	6
tissue_reference	GSE141746	GSE141746		tissue	sra	6	4	0	0	6	6	6
tissue_reference	GSE125966	PMID:34323958	34323958	tissue	sra	6	6	1	0	6	5	4
tissue_reference	GSE207435	GSE207435		tissue	sra	6	6	1	1	6	6	6
tissue_reference	GSE109620	PMID:29510190	29510190	tissue	sra	6	6	3	6	5	5	5
tissue_reference	GSE72713	PMID:27216292	27216292	tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE145996	GSE145996		tissue	sra	6	6	0	0	6	6	5
tissue_reference	GSE288482	GSE288482		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE200660	GSE200660		tissue	sra	6	6	0	0	6	6	5
tissue_reference	GSE135445	GSE135445		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE210351	GSE210351		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE202413	GSE202413		tissue	sra	6	6	4	4	6	6	6
tissue_reference	GSE136401	PMID:33208770	33208770	tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE188799	GSE188799		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE158403	GSE158403		tissue	sra	6	6	1	1	6	6	6
tissue_reference	GSE155665	GSE155665		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE85897	PMID:27713405	27713405	tissue	sra	6	6	1	2	6	6	6
tissue_reference	GSE145645	PMID:33931443	33931443	tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE137308	PMID:32174248	32174248	tissue	sra	6	3	1	1	6	6	6
tissue_reference	GSE134886	PMID:33931030	33931030	tissue	sra	6	3	6	6	6	6	6
tissue_reference	GSE163071	GSE163071		tissue	sra	6	6	0	0	6	6	5
tissue_reference	GSE211218	GSE211218		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE74484	PMID:26853473	26853473	tissue	sra	6	4	0	0	6	6	6
tissue_reference	GSE113341	GSE113341		tissue	sra	6	6	0	2	6	6	6
tissue_reference	GSE206998	PMID:36405725	36405725	tissue	sra	6	6	2	2	6	6	6
tissue_reference	GSE155154	GSE155154		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE157601	GSE157601		tissue	sra	6	6	0	0	6	6	6
tissue_reference	GSE190027	GSE190027		tissue	sra	6	6	0	1	6	6	6
tissue_reference	GSE112221	GSE112221		tissue	sra	5	3	0	0	5	5	5
tissue_reference	GSE142077	PMID:32977749	32977749	tissue	sra	5	3	0	0	5	5	4
tissue_reference	GSE157538	GSE157538		tissue	sra	5	5	3	4	3	3	3
tissue_reference	GSE212961	GSE212961		tissue	sra	5	5	2	4	5	5	4
tissue_reference	GSE139274	PMID:31795964	31795964	tissue	sra	5	3	2	2	5	5	5
tissue_reference	GSE139402	PMID:33318144	33318144	tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE126548	PMID:32676330	32676330	tissue	sra	5	5	1	1	5	5	5
tissue_reference	GSE72819	GSE72819		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE165612	GSE165612		tissue	sra	5	5	2	2	5	5	5
tissue_reference	GSE62544	GSE62544		tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE271198	GSE271198		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE132223	GSE132223		tissue	sra	5	5	2	4	5	5	5
tissue_reference	GSE222982	PMID:36922678	36922678	tissue	sra	5	5	0	1	5	5	5
tissue_reference	GSE212690	PMID:36269797	36269797	tissue	sra	5	5	0	2	5	5	5
tissue_reference	GSE101108	GSE101108		tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE192886	GSE192886		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE252145	GSE252145		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE181037	GSE181037		tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE145064	PMID:32086342	32086342	tissue	sra	5	5	2	2	4	4	3
tissue_reference	GSE190688	GSE190688		tissue	sra	5	5	0	1	5	5	5
tissue_reference	GSE294501	GSE294501		tissue	sra	5	5	1	3	5	5	5
tissue_reference	GSE267465	GSE267465		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE145372	PMID:33312754	33312754	tissue	sra	5	5	0	3	5	5	5
tissue_reference	GSE143939	GSE143939		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE235326	GSE235326		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE209903	GSE209903		tissue	sra	5	5	0	1	5	5	5
tissue_reference	GSE120444	PMID:30518681	30518681	tissue	sra	5	5	3	5	5	5	5
tissue_reference	GSE290450	GSE290450		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE120597	PMID:30359577	30359577	tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE119436	GSE119436		tissue	sra	5	3	0	4	5	5	5
tissue_reference	GSE73708	GSE73708		tissue	sra	5	4	0	0	5	5	5
tissue_reference	GSE141685	GSE141685		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE293618	GSE293618		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE113126	PMID:29942093	29942093	tissue	sra	5	5	4	4	5	5	5
tissue_reference	GSE213761	GSE213761		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE282504	GSE282504		tissue	sra	5	5	0	1	5	5	5
tissue_reference	GSE142582	PMID:32381429	32381429	tissue	sra	5	5	2	2	3	3	2
tissue_reference	GSE91065	PMID:30552977	30552977	tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE51005	PMID:25519703	25519703	tissue	sra	5	4	0	0	5	5	5
tissue_reference	GSE223201	GSE223201		tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE189830	PMID:38200573	38200573	tissue	sra	5	3	1	1	5	5	5
tissue_reference	GSE108317	GSE108317		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE223470	PMID:37160509	37160509	tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE222739	GSE222739		tissue	sra	5	5	0	0	5	5	3
tissue_reference	GSE125856	GSE125856		tissue	sra	5	5	2	2	5	5	5
tissue_reference	GSE201439	GSE201439		tissue	sra	5	5	0	0	5	5	4
tissue_reference	GSE183406	GSE183406		tissue	sra	5	5	1	1	5	5	5
tissue_reference	GSE255848	GSE255848		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE241466	GSE241466		tissue	sra	5	5	1	0	5	5	5
tissue_reference	GSE52194	PMID:23604310	23604310	tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE191081	GSE191081		tissue	sra	5	5	1	3	5	5	5
tissue_reference	GSE279683	GSE279683		tissue	sra	5	5	0	1	5	5	4
tissue_reference	GSE182917	GSE182917		tissue	sra	5	5	0	0	5	5	5
tissue_reference	GSE89122	PMID:27144525	27144525	tissue	sra	5	3	0	2	5	5	4
tissue_reference	GSE149008	GSE149008		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE125733	GSE125733		tissue	sra	4	4	0	2	4	4	4
tissue_reference	GSE137238	PMID:31600962	31600962	tissue	sra	4	3	0	0	4	4	4
tissue_reference	GSE215011	GSE215011		tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE132289	PMID:31940494		tissue	sra	4	4	3	3	4	4	4
tissue_reference	GSE167523	PMID:34105780	34105780	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE190580	GSE190580		tissue	sra	4	4	2	3	4	4	4
tissue_reference	GSE100363	PMID:31623628	31623628	tissue	sra	4	2	2	2	4	4	4
tissue_reference	GSE87340	GSE87340		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE156906	GSE156906		tissue	sra	4	4	0	0	4	4	2
tissue_reference	GSE155697	PMID:33284430	33284430	tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE222045	GSE222045		tissue	sra	4	4	1	2	4	4	4
tissue_reference	GSE139505	PMID:32108138	32108138	tissue	sra	4	4	0	0	4	4	4
tissue_reference	PRJNA679232	PMID:33335257	33335257	tissue	sra	4	4	0	2	4	4	4
tissue_reference	GSE295809	GSE295809		tissue	sra	4	4	0	0	4	4	3
tissue_reference	GSE159382	GSE159382		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE141027	GSE141027		tissue	sra	4	3	0	0	4	3	3
tissue_reference	GSE84538	GSE84538		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE143233	GSE143233		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE114286	PMID:30341238	30341238	tissue	sra	4	4	0	1	4	4	3
tissue_reference	GSE197894	GSE197894		tissue	sra	4	3	0	0	4	4	4
tissue_reference	GSE37764	PMID:23405175		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE143950	PMID:32236620	32236620	tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE124030	GSE124030		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE171294	GSE171294		tissue	sra	4	4	0	2	4	4	4
tissue_reference	GSE200427	PMID:35991552	35991552	tissue	sra	4	2	0	0	4	4	4
tissue_reference	GSE243173	GSE243173		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE83115	PMID:27329541	27329541	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE161015	GSE161015		tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE247185	GSE247185		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE48850	PMID:24135138	24135138	tissue	sra	4	3	1	3	4	4	4
tissue_reference	GSE126076	PMID:30914431	30914431	tissue	sra	4	1	0	0	4	4	4
tissue_reference	GSE299468	GSE299468		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE245467	GSE245467		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE222769	PMID:37749132	37749132	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE179455	GSE179455		tissue	sra	4	4	1	2	4	4	4
tissue_reference	GSE291206	GSE291206		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE164541	GSE164541		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE208261	GSE208261		tissue	sra	4	4	0	1	4	3	4
tissue_reference	GSE121842	PMID:31169949	31169949	tissue	sra	4	3	0	2	4	4	4
tissue_reference	GSE127559	PMID:32224864	32224864	tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE179979	GSE179979		tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE93624	PMID:28805827	28805827	tissue	sra	4	4	0	2	4	4	4
tissue_reference	GSE59612	GSE59612		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE115650	PMID:30312408	30312408	tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE125506	GSE125506		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE87581	PMID:28570276	28570276	tissue	sra	4	4	2	2	4	4	4
tissue_reference	GSE37764	PMID:23405175	23405175	tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE109807	GSE109807		tissue	sra	4	4	1	2	4	4	3
tissue_reference	GSE173609	GSE173609		tissue	sra	4	2	0	0	4	4	4
tissue_reference	GSE185543	GSE185543		tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE285765	GSE285765		tissue	sra	4	4	0	0	4	4	3
tissue_reference	GSE206501	GSE206501		tissue	sra	4	4	2	3	4	4	4
tissue_reference	GSE168204	GSE168204		tissue	sra	4	3	2	3	4	4	4
tissue_reference	GSE185392	GSE185392		tissue	sra	4	4	0	4	0	0	0
tissue_reference	GSE309678	GSE309678		tissue	sra	4	4	1	2	4	4	4
tissue_reference	GSE130160	PMID:31432603	31432603	tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE166861	PMID:34164359	34164359	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE162332	PMID:33634878	33634878	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE175891	PMID:33999421	33999421	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE81550	PMID:27363021	27363021	tissue	sra	4	3	0	0	4	4	4
tissue_reference	GSE226069	GSE226069		tissue	sra	4	4	0	0	4	0	4
tissue_reference	GSE272042	PMID:39955294	39955294	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE282430	GSE282430		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE186466	GSE186466		tissue	sra	4	3	0	0	4	4	3
tissue_reference	GSE149763	PMID:33596784	33596784	tissue	sra	4	4	0	1	4	4	3
tissue_reference	GSE173808	PMID:34295332	34295332	tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE109231	PMID:29661169	29661169	tissue	sra	4	4	3	4	2	2	2
tissue_reference	GSE212139	GSE212139		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE156044	PMID:32991841	32991841	tissue	sra	4	4	0	0	4	4	0
tissue_reference	GSE266101	GSE266101		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE165298	GSE165298		tissue	sra	4	4	0	2	4	4	4
tissue_reference	GSE282733	GSE282733		tissue	sra	4	4	0	0	4	4	3
tissue_reference	GSE140707	PMID:32596058	32596058	tissue	sra	4	3	1	2	4	4	4
tissue_reference	GSE145842	GSE145842		tissue	sra	4	4	0	3	3	4	3
tissue_reference	GSE119224	GSE119224		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE261162	GSE261162		tissue	sra	4	4	3	3	4	4	4
tissue_reference	GSE178781	GSE178781		tissue	sra	4	4	0	1	3	4	2
tissue_reference	GSE135055	GSE135055		tissue	sra	4	4	0	1	4	4	4
tissue_reference	GSE304352	GSE304352		tissue	sra	4	4	1	2	4	4	4
tissue_reference	GSE111972	PMID:30867415	30867415	tissue	sra	4	3	0	0	4	4	4
tissue_reference	GSE226566	GSE226566		tissue	sra	4	4	0	0	4	4	4
tissue_reference	GSE179568	PMID:34795670	34795670	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE164939	PMID:34572907	34572907	tissue	sra	3	3	0	3	1	2	2
tissue_reference	GSE151419	PMID:33535553	33535553	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE172359	PMID:33987102	33987102	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE189022	GSE189022		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE143514	PMID:34248943	34248943	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE63381	PMID:24952746	24952746	tissue	sra	3	3	3	3	3	3	3
tissue_reference	GSE244325	GSE244325		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE132836	PMID:31292266	31292266	tissue	sra	3	3	3	3	3	3	3
tissue_reference	GSE226321	GSE226321		tissue	sra	3	3	0	0	3	3	2
tissue_reference	GSE83560	GSE83560		tissue	sra	3	2	0	1	3	3	3
tissue_reference	GSE216613	GSE216613		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE83990	PMID:29244788	29244788	tissue	sra	3	2	0	0	3	3	3
tissue_reference	GSE108027	PMID:29861296	29861296	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE203367	GSE203367		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE214432	GSE214432		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE157293	PMID:33384713	33384713	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE199361	GSE199361		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE121212	GSE121212		tissue	sra	3	3	0	0	3	3	2
tissue_reference	GSE202295	PMID:36070371	36070371	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE75688	GSE75688		tissue	sra	3	3	1	1	3	3	3
tissue_reference	GSE154556	PMID:32879137	32879137	tissue	sra	3	3	0	1	2	2	2
tissue_reference	GSE131880	GSE131880		tissue	sra	3	3	2	2	3	3	3
tissue_reference	GSE212907	GSE212907		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE107000	PMID:29761158	29761158	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE277029	GSE277029		tissue	sra	3	3	0	1	3	3	3
tissue_reference	GSE164544	PMID:33732646	33732646	tissue	sra	3	3	3	3	3	3	3
tissue_reference	GSE206464	GSE206464		tissue	sra	3	3	1	2	3	3	3
tissue_reference	GSE113916	PMID:30497804	30497804	tissue	sra	3	3	1	1	3	3	3
tissue_reference	GSE178807	GSE178807		tissue	sra	3	3	1	3	3	3	3
tissue_reference	GSE189690	GSE189690		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE80606	PMID:28721901	28721901	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE287627	GSE287627		tissue	sra	3	3	0	0	3	3	2
tissue_reference	GSE134056	PMID:31552087	31552087	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE162436	PMID:33303685	33303685	tissue	sra	3	3	2	2	2	2	2
tissue_reference	GSE205281	GSE205281		tissue	sra	3	3	0	3	3	3	3
tissue_reference	GSE267505	GSE267505		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE167488	PMID:34365093	34365093	tissue	sra	3	3	0	1	3	3	3
tissue_reference	GSE117405	GSE117405		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE264282	GSE264282		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE56087	GSE56087		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE111354	GSE111354		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE285865	GSE285865		tissue	sra	3	3	1	2	3	3	3
tissue_reference	GSE208076	GSE208076		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE159529	GSE159529		tissue	sra	3	2	2	0	3	3	3
tissue_reference	GSE113972	GSE113972		tissue	sra	3	3	1	1	3	3	2
tissue_reference	GSE45326	PMID:24344320	24344320	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE263878	GSE263878		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE74697	GSE74697		tissue	sra	3	3	0	0	3	3	1
tissue_reference	GSE171398	GSE171398		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE241226	PMID:7802055	7802055	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE166773	GSE166773		tissue	sra	3	1	2	3	3	3	3
tissue_reference	GSE85671	PMID:29141020	29141020	tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE249027	GSE249027		tissue	sra	3	3	0	1	3	3	3
tissue_reference	GSE64850	PMID:26311227	26311227	tissue	sra	3	3	0	2	3	3	3
tissue_reference	GSE240287	GSE240287		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE197702	GSE197702		tissue	sra	3	3	0	1	3	3	3
tissue_reference	GSE163434	PMID:33071237	33071237	tissue	sra	3	2	0	1	3	3	2
tissue_reference	GSE111177	GSE111177		tissue	sra	3	3	0	0	3	3	3
tissue_reference	GSE251900	GSE251900		tissue	sra	3	3	1	1	3	3	3
tissue_reference	GSE221429	GSE221429		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE165286	PMID:33911148	33911148	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE183435	GSE183435		tissue	sra	2	2	1	0	2	2	2
tissue_reference	GSE193814	GSE193814		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE48953	PMID:24297791	24297791	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE124841	PMID:31160577	31160577	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE103608	GSE103608		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE144020	GSE144020		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE283876	GSE283876		tissue	sra	2	2	2	2	2	2	2
tissue_reference	GSE226303	GSE226303		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE110948	PMID:29754815	29754815	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE161472	PMID:34088950	34088950	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE275374	PMID:40002253	40002253	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE156172	GSE156172		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE115898	PMID:28465541	28465541	tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE220538	GSE220538		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE267434	GSE267434		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE184199	GSE184199		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE93486	GSE93486		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE165252	PMID:33504550	33504550	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE125864	PMID:31243098	31243098	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE33782	GSE33782		tissue	sra	2	2	0	2	2	2	2
tissue_reference	GSE178965	GSE178965		tissue	sra	2	2	0	1	2	2	2
tissue_reference	GSE93499	GSE93499		tissue	sra	2	1	0	0	2	2	2
tissue_reference	GSE203174	GSE203174		tissue	sra	2	2	0	0	2	1	2
tissue_reference	GSE200678	GSE200678		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE198618	GSE198618		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE35178	GSE35178		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE165595	GSE165595		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE199939	GSE199939		tissue	sra	2	2	1	1	2	2	2
tissue_reference	GSE102138	GSE102138		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE141570	GSE141570		tissue	sra	2	2	1	2	0	0	0
tissue_reference	GSE208637	GSE208637		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE244118	GSE244118		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE126848	PMID:30653341	30653341	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE147911	GSE147911		tissue	sra	2	2	2	2	0	0	0
tissue_reference	GSE84267	PMID:31018951	31018951	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE274202	GSE274202		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE157517	GSE157517		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE178913	GSE178913		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE173825	PMID:29675951	29675951	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE267310	GSE267310		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE191139	GSE191139		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE287198	GSE287198		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE145284	PMID:32125283	32125283	tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE106218	GSE106218		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE173900	GSE173900		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE146115	PMID:33531041	33531041	tissue	sra	2	1	1	1	2	2	2
tissue_reference	GSE195664	GSE195664		tissue	sra	2	2	0	0	2	2	0
tissue_reference	GSE78562	GSE78562		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE224783	GSE224783		tissue	sra	2	2	0	0	2	2	0
tissue_reference	GSE180857	GSE180857		tissue	sra	2	2	0	0	2	2	2
tissue_reference	GSE80388	PMID:29720137	29720137	tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE79209	GSE79209		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE212787	GSE212787		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE63183	PMID:26680004	26680004	tissue	sra	2	1	0	0	2	2	2
tissue_reference	GSE136000	GSE136000		tissue	sra	2	2	0	0	2	2	1
tissue_reference	GSE263297	GSE263297		tissue	sra	2	1	0	0	2	2	2
tissue_reference	GSE106899	PMID:29794131	29794131	tissue	sra	2	2	0	0	2	2	2
