arm	study_id	study_group	pmid	compartment	family	n_samples	n_subjects	n_TRA	n_TRB	n_IGH	n_IGK	n_IGL
blood_reference	PRJEB27207	PMID:29474390	29474390	blood	sra	4	1	3	1	4	4	4
blood_reference	GSE245507	GSE245507		blood	sra	4	4	4	4	4	4	3
blood_reference	GSE209591	PMID:37018379	37018379	blood	sra	4	4	4	4	4	4	4
blood_reference	GSE101437	PMID:29555915	29555915	blood	sra	4	4	4	4	2	4	4
blood_reference	GSE84891	GSE84891		blood	sra	4	4	4	4	4	4	4
blood_reference	PRJNA707605	PRJNA707605		blood	sra	4	1	0	3	3	4	3
blood_reference	GSE113890	GSE113890		blood	sra	4	4	3	2	4	4	4
blood_reference	SRP375610	SRP375610		blood	sra	4	4	1	4	1	3	2
blood_reference	PRJNA201433	PMID:24205042	24205042	blood	sra	4	1	3	4	2	4	4
blood_reference	GSE120795	PMID:31015567	31015567	blood	sra	4	4	4	4	0	4	4
blood_reference	SRP548490	SRP548490		blood	sra	4	4	4	4	4	4	4
blood_reference	SRP268879	SRP268879		blood	sra	4	3	2	2	4	4	4
blood_reference	PRJEB28209	PRJEB28209		blood	sra	4	1	4	4	4	4	4
blood_reference	GSE303117	GSE303117		blood	sra	4	4	4	4	4	4	4
blood_reference	GSE195796	GSE195796		blood	sra	4	4	4	4	4	4	4
blood_reference	GSE42960	PMID:23474817	23474817	blood	sra	4	2	4	4	4	4	4
blood_reference	GSE232404	GSE232404		blood	sra	4	4	1	2	4	4	4
blood_reference	GSE270045	GSE270045		blood	sra	4	4	4	4	4	4	2
blood_reference	SRP392913	SRP392913		blood	sra	4	3	0	0	4	4	4
blood_reference	GSE153122	PMID:32758644	32758644	blood	sra	4	4	4	4	2	1	0
blood_reference	SRP346419	SRP346419		blood	sra	4	4	4	4	4	4	4
blood_reference	SRP409631	SRP409631		blood	sra	4	4	4	4	4	4	4
blood_reference	PRJNA873078	PRJNA873078		blood	sra	4	1	4	3	2	4	4
blood_reference	GSE124389	GSE124389		blood	sra	4	3	4	4	4	4	4
blood_reference	SRP065146	SRP065146		blood	sra	4	3	0	4	4	4	4
blood_reference	GSE148171	PMID:33421909	33421909	blood	sra	4	4	3	2	2	2	3
blood_reference	GSE206050	GSE206050		blood	sra	4	3	0	0	4	4	4
blood_reference	GSE183154	PMID:34867956	34867956	blood	sra	4	2	4	4	4	4	4
blood_reference	GSE171809	GSE171809		blood	sra	3	3	0	1	3	3	3
blood_reference	GSE222253	GSE222253		blood	sra	3	3	3	3	3	3	3
blood_reference	PRJNA656814	PMID:33273683	33273683	blood	sra	3	1	0	3	0	1	0
blood_reference	GSE272173	GSE272173		blood	sra	3	3	1	1	3	3	3
blood_reference	SRP033696	SRP033696		blood	sra	3	2	2	3	2	3	3
blood_reference	PRJNA507472	PRJNA507472		blood	sra	3	1	3	3	3	3	3
blood_reference	SRP534341	SRP534341		blood	sra	3	2	1	1	3	3	3
blood_reference	GSE107104	PMID:29764370	29764370	blood	sra	3	3	2	3	0	3	3
blood_reference	PRJNA800536	PRJNA800536		blood	sra	3	1	0	0	3	3	3
blood_reference	GSE154773	PMID:32853177	32853177	blood	sra	3	3	3	3	3	3	3
blood_reference	PRJNA774204	PMID:31928344	31928344	blood	sra	3	1	3	3	3	3	3
blood_reference	PRJNA849421	PMID:37460024.0	37460024.0	blood	sra	3	1	0	3	0	3	1
blood_reference	GSE242721	PMID:37745328	37745328	blood	sra	3	3	3	3	2	2	2
blood_reference	GSE278917	GSE278917		blood	sra	3	3	3	3	3	3	3
blood_reference	PRJNA647271	PMID:33876188	33876188	blood	sra	3	1	3	3	3	3	3
blood_reference	PRJNA528283	PRJNA528283		blood	sra	3	1	3	3	3	3	3
blood_reference	GSE241183	GSE241183		blood	sra	3	3	3	3	3	3	3
blood_reference	SRP295214	SRP295214		blood	sra	3	3	2	3	3	3	2
blood_reference	GSE102633	PMID:30753544	30753544	blood	sra	3	3	2	3	0	2	2
blood_reference	PRJNA706733	PMID:34336943	34336943	blood	sra	3	1	1	2	2	3	1
blood_reference	GSE260910	PMID:39328420	39328420	blood	sra	3	3	3	3	3	3	3
blood_reference	PRJNA746332	PRJNA746332		blood	sra	3	1	3	3	3	3	3
blood_reference	SRP453300	SRP453300		blood	sra	3	1	3	3	3	3	3
blood_reference	GSE209760	GSE209760		blood	sra	3	3	0	3	3	3	3
blood_reference	SRP397416	SRP397416		blood	sra	3	1	3	3	3	3	3
blood_reference	PRJNA888385	PRJNA888385		blood	sra	3	1	3	3	3	3	3
blood_reference	SRP587232	SRP587232		blood	sra	3	2	3	3	3	3	3
blood_reference	SRP478319	SRP478319		blood	sra	3	3	3	3	3	3	3
blood_reference	SRP189136	SRP189136		blood	sra	3	1	3	3	3	3	3
blood_reference	GSE262147	GSE262147		blood	sra	3	3	3	3	3	3	3
blood_reference	SRP530623	SRP530623		blood	sra	3	1	2	2	3	3	3
blood_reference	GSE85263	GSE85263		blood	sra	3	3	3	3	3	3	3
blood_reference	GSE166201	GSE166201		blood	sra	3	3	3	3	3	3	3
blood_reference	GSE230738	GSE230738		blood	sra	3	3	3	3	2	3	3
blood_reference	GSE154998	PMID:33306162	33306162	blood	sra	3	3	2	2	2	2	2
blood_reference	SRP621533	SRP621533		blood	sra	3	3	3	3	3	3	3
blood_reference	GSE233304	GSE233304		blood	sra	3	3	3	3	3	3	3
blood_reference	GSE97590	PMID:28854372	28854372	blood	sra	3	3	3	3	1	1	1
blood_reference	GSE234207	GSE234207		blood	sra	3	3	3	3	2	2	1
blood_reference	GSE179992	PMID:34437303	34437303	blood	sra	3	3	2	2	1	3	3
blood_reference	GSE173983	GSE173983		blood	sra	3	3	3	3	2	2	2
blood_reference	SRP568063	SRP568063		blood	sra	3	1	0	0	3	3	3
blood_reference	PRJNA774655	PMID:34913457	34913457	blood	sra	3	1	3	3	3	3	3
blood_reference	GSE134985	PMID:32024802	32024802	blood	sra	3	3	3	3	0	3	3
blood_reference	PRJNA657013	PMID:34103547	34103547	blood	sra	3	1	1	3	0	3	2
blood_reference	GSE223097	GSE223097		blood	sra	3	3	3	3	3	3	3
blood_reference	GSE140275	PMID:31849604	31849604	blood	sra	3	3	3	3	3	3	3
blood_reference	PRJNA1155188	PRJNA1155188		blood	sra	3	1	3	3	3	3	3
blood_reference	GSE199868	GSE199868		blood	sra	3	3	0	0	3	3	3
blood_reference	PRJNA433845	PRJNA433845		blood	sra	3	1	3	3	0	3	3
blood_reference	GSE63703	PMID:26573221	26573221	blood	sra	3	3	3	3	1	3	3
blood_reference	PRJNA891692	PRJNA891692		blood	sra	3	1	0	3	0	0	0
blood_reference	PRJNA1171376	PRJNA1171376		blood	sra	3	1	2	3	3	3	3
blood_reference	PRJNA931952	PRJNA931952		blood	sra	3	1	3	3	3	3	3
blood_reference	GSE245886	GSE245886		blood	sra	3	3	3	3	3	3	3
blood_reference	GSE171964	GSE171964		blood	sra	3	3	2	0	3	3	3
blood_reference	PRJNA436923	PMID:30862783	30862783	blood	sra	3	1	1	3	2	3	2
blood_reference	GSE139350	PMID:34220794	34220794	blood	sra	3	3	2	3	3	3	3
blood_reference	GSE80714	PMID:27869712	27869712	blood	sra	3	3	3	3	3	3	3
blood_reference	GSE113504	GSE113504		blood	sra	3	3	2	3	3	3	3
blood_reference	PRJEB23048	PMID:32210480		blood	sra	3	1	3	3	3	3	3
blood_reference	PRJNA587520	PMID:32487996	32487996	blood	sra	3	1	3	3	3	3	3
blood_reference	PRJNA1006774	PRJNA1006774		blood	sra	3	1	0	2	3	3	3
blood_reference	PRJNA727526	PRJNA727526		blood	sra	3	1	2	3	1	3	1
blood_reference	GSE111793	GSE111793		blood	sra	3	3	0	0	3	1	1
blood_reference	PRJNA800414	PRJNA800414		blood	sra	3	1	0	1	2	3	1
blood_reference	PRJNA715360	PRJNA715360		blood	sra	3	1	3	3	3	3	3
blood_reference	PRJNA895072	PMID:36581735	36581735	blood	sra	3	1	0	0	3	3	2
blood_reference	PRJNA491676	PMID:30886186	30886186	blood	sra	3	1	2	3	2	3	3
blood_reference	GSE162280	GSE162280		blood	sra	3	3	0	2	3	3	3
blood_reference	GSE154911	PMID:32839538	32839538	blood	sra	2	2	1	2	1	0	1
blood_reference	GSE209880	GSE209880		blood	sra	2	2	1	2	0	1	1
blood_reference	PRJNA492956	PMID:31278196	31278196	blood	sra	2	1	2	2	0	2	0
blood_reference	PRJNA915943	PRJNA915943		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE203408	GSE203408		blood	sra	2	2	0	2	0	0	0
blood_reference	E-MTAB-6270	PMID:29618666	29618666	blood	sra	2	2	2	2	1	1	1
blood_reference	SRP388531	SRP388531		blood	sra	2	2	2	2	0	0	0
blood_reference	GSE69735	GSE69735		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE132923	GSE132923		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA916275	PRJNA916275		blood	sra	2	1	2	2	2	2	2
blood_reference	PRJNA476141	PMID:30962590	30962590	blood	sra	2	1	0	2	0	2	2
blood_reference	GSE174083	PMID:34907015	34907015	blood	sra	2	2	0	2	0	0	0
blood_reference	GSE271570	GSE271570		blood	sra	2	2	1	1	2	2	2
blood_reference	GSE186593	PMID:34913457	34913457	blood	sra	2	2	2	2	2	2	2
blood_reference	GSE122485	PMID:28065665	28065665	blood	sra	2	2	1	2	2	2	2
blood_reference	SRP094482	SRP094482		blood	sra	2	2	2	2	0	0	0
blood_reference	PRJNA657050	PRJNA657050		blood	sra	2	1	2	2	2	2	2
blood_reference	SRP356196	SRP356196		blood	sra	2	1	0	0	2	2	2
blood_reference	GSE153792	PMID:32780768	32780768	blood	sra	2	2	2	2	2	2	2
blood_reference	GSE280402	GSE280402		blood	sra	2	2	1	2	1	2	1
blood_reference	SRP614576	SRP614576		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA299534	PRJNA299534		blood	sra	2	1	1	2	2	2	2
blood_reference	PRJNA690118	PMID:33720973	33720973	blood	sra	2	1	2	2	2	2	2
blood_reference	GSE206505	GSE206505		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE290026	GSE290026		blood	sra	2	2	2	2	0	2	2
blood_reference	PRJNA515603	PMID:30996137	30996137	blood	sra	2	1	0	2	0	2	0
blood_reference	SRP534156	SRP534156		blood	sra	2	2	1	2	2	2	2
blood_reference	PRJNA814322	PRJNA814322		blood	sra	2	1	1	2	2	2	2
blood_reference	GSE200857	GSE200857		blood	sra	2	2	2	2	0	1	0
blood_reference	GSE128614	GSE128614		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE243066	GSE243066		blood	sra	2	2	1	2	2	2	2
blood_reference	SRP388974	SRP388974		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA493229	PMID:31358949	31358949	blood	sra	2	1	1	2	0	2	1
blood_reference	GSE110146	PMID:31557154	31557154	blood	sra	2	1	1	2	2	2	0
blood_reference	PRJEB28211	PRJEB28211		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE182916	PMID:34499625	34499625	blood	sra	2	1	2	2	2	2	2
blood_reference	GSE57253	PMID:25217959	25217959	blood	sra	2	2	2	2	0	1	1
blood_reference	PRJNA721461	PRJNA721461		blood	sra	2	1	2	2	2	2	2
blood_reference	PRJNA892100	PRJNA892100		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE211225	GSE211225		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE157185	PMID:33072739	33072739	blood	sra	2	2	2	2	2	2	2
blood_reference	GSE190546	GSE190546		blood	sra	2	2	0	0	2	2	2
blood_reference	GSE223736	GSE223736		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA493653	PMID:30929268	30929268	blood	sra	2	1	2	2	2	2	2
blood_reference	SRP506396	SRP506396		blood	sra	2	2	1	2	2	2	2
blood_reference	GSE152293	GSE152293		blood	sra	2	2	0	2	2	2	2
blood_reference	GSE236610	GSE236610		blood	sra	2	2	0	0	2	2	2
blood_reference	PRJNA476781	PMID:30340504	30340504	blood	sra	2	1	2	2	2	2	2
blood_reference	PRJNA832132	PRJNA832132		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE180379	PMID:34609968	34609968	blood	sra	2	1	2	2	2	2	2
blood_reference	SRP321526	SRP321526		blood	sra	2	2	1	1	2	2	2
blood_reference	GSE109313	PMID:29548336	29548336	blood	sra	2	2	2	2	2	2	2
blood_reference	SRP433116	SRP433116		blood	sra	2	2	0	2	2	2	2
blood_reference	GSE287540	GSE287540		blood	sra	2	2	1	1	1	0	1
blood_reference	GSE125873	PMID:31662429	31662429	blood	sra	2	2	1	1	2	2	2
blood_reference	GSE148476	GSE148476		blood	sra	2	2	0	2	0	2	0
blood_reference	PRJNA915202	PRJNA915202		blood	sra	2	1	1	1	2	2	2
blood_reference	GSE199911	GSE199911		blood	sra	2	2	0	2	0	2	1
blood_reference	PRJNA844257	PRJNA844257		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE120784	PMID:30528824	30528824	blood	sra	2	2	2	2	2	2	2
blood_reference	GSE148892	PMID:32509585	32509585	blood	sra	2	2	2	2	1	2	1
blood_reference	GSE235658	GSE235658		blood	sra	2	2	0	0	2	2	2
blood_reference	PRJNA809647	PRJNA809647		blood	sra	2	1	2	2	0	2	2
blood_reference	PRJNA1144921	PRJNA1144921		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE114179	PMID:33024045	33024045	blood	sra	2	2	2	2	1	1	1
blood_reference	PRJNA396725	PMID:30651843	30651843	blood	sra	2	1	2	2	2	2	2
blood_reference	GSE171082	GSE171082		blood	sra	2	2	1	2	0	2	0
blood_reference	GSE158508	GSE158508		blood	sra	2	2	0	2	2	2	2
blood_reference	GSE304470	GSE304470		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA635385	PMID:33933170	33933170	blood	sra	2	1	1	1	2	2	2
blood_reference	SRP333360	SRP333360		blood	sra	2	2	0	2	0	2	0
blood_reference	GSE165518	PMID:34561445	34561445	blood	sra	2	2	0	0	2	1	1
blood_reference	SRP183059	SRP183059		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA312122	PRJNA312122		blood	sra	2	1	0	0	2	2	1
blood_reference	SRP498387	SRP498387		blood	sra	2	2	2	2	0	2	2
blood_reference	GSE249138	GSE249138		blood	sra	2	2	1	1	2	2	2
blood_reference	GSE166409	PMID:33857290	33857290	blood	sra	2	2	0	1	1	2	0
blood_reference	GSE223227	PMID:39104114	39104114	blood	sra	2	2	2	2	2	2	2
blood_reference	GSE100063	GSE100063		blood	sra	2	2	1	1	2	2	2
blood_reference	GSE176153	GSE176153		blood	sra	2	2	0	0	2	0	1
blood_reference	GSE128723	PMID:30995102	30995102	blood	sra	2	2	0	0	2	2	2
blood_reference	GSE214998	GSE214998		blood	sra	2	2	1	2	2	2	1
blood_reference	SRP250640	SRP250640		blood	sra	2	1	1	1	2	1	0
blood_reference	PRJNA795126	PMID:37924441	37924441	blood	sra	2	1	2	2	2	2	2
blood_reference	PRJNA758290	PMID:34499625	34499625	blood	sra	2	1	0	1	1	1	0
blood_reference	GSE36866	GSE36866		blood	sra	2	1	0	1	2	2	1
blood_reference	PRJNA318253	PMID:27835693	27835693	blood	sra	2	1	2	2	2	2	2
blood_reference	PRJNA914088	PRJNA914088		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE66895	GSE66895		blood	sra	2	2	2	2	0	2	0
blood_reference	SRP383553	SRP383553		blood	sra	2	2	1	2	2	2	2
blood_reference	GSE254015	GSE254015		blood	sra	2	2	0	1	2	2	1
blood_reference	PRJNA729449	PRJNA729449		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE117769	GSE117769		blood	sra	2	2	1	1	2	2	2
blood_reference	SRP467298	SRP467298		blood	sra	2	2	2	2	2	2	2
blood_reference	SRP062979	SRP062979		blood	sra	2	2	1	2	2	2	1
blood_reference	SRP282545	SRP282545		blood	sra	2	2	2	2	1	1	1
blood_reference	GSE190024	GSE190024		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA973696	PMID:37298316	37298316	blood	sra	2	1	1	1	1	2	1
blood_reference	PRJNA800731	PRJNA800731		blood	sra	2	1	0	2	1	2	2
blood_reference	GSE66573	PMID:25885816	25885816	blood	sra	2	2	2	2	2	2	2
blood_reference	SRP539005	SRP539005		blood	sra	2	2	2	0	2	2	2
blood_reference	GSE121578	PMID:30635621	30635621	blood	sra	2	2	2	2	0	2	2
blood_reference	SRP430489	SRP430489		blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA812326	PRJNA812326		blood	sra	2	1	0	0	2	0	0
blood_reference	GSE186505	PMID:31928344	31928344	blood	sra	2	2	2	2	2	2	2
blood_reference	SRP534133	SRP534133		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE263242	GSE263242		blood	sra	2	2	0	0	2	2	2
blood_reference	GSE201482	GSE201482		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE251806	GSE251806		blood	sra	2	2	0	0	2	2	1
blood_reference	PRJNA984255	PMID:37638022	37638022	blood	sra	2	1	2	2	2	2	2
blood_reference	GSE123070	PMID:30862783	30862783	blood	sra	2	2	2	2	2	2	2
blood_reference	PRJNA762882	PRJNA762882		blood	sra	2	1	2	2	2	2	2
blood_reference	GSE205161	GSE205161		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE221148	GSE221148		blood	sra	2	2	2	2	2	2	2
blood_reference	GSE250050	GSE250050		blood	sra	1	1	0	1	1	1	1
blood_reference	GSE241280	GSE241280		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1003124	PRJNA1003124		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1132480	PRJNA1132480		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE182038	PMID:34544801	34544801	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE288199	GSE288199		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1224584	PRJNA1224584		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE271574	GSE271574		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE198609	GSE198609		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1088447	PRJNA1088447		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE252275	GSE252275		blood	sra	1	1	0	1	1	1	1
blood_reference	SRP257224	SRP257224		blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA429023	PRJNA429023		blood	sra	1	1	0	1	0	1	0
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890258	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890265	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890288	blood	sra	1	1	0	1	0	1	0
blood_reference	SRP223445	SRP223445		blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA795763	PRJNA795763		blood	sra	1	1	0	0	1	1	0
blood_reference	GSE80126	PMID:27765019	27765019	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE102114	PMID:30651843	30651843	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA638020	PRJNA638020		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE184998	PMID:34684517	34684517	blood	sra	1	1	1	0	1	1	1
blood_reference	PRJNA765581	PRJNA765581		blood	sra	1	1	0	1	0	0	0
blood_reference	SRP345534	SRP345534		blood	sra	1	1	0	1	1	1	1
blood_reference	PRJNA755863	PRJNA755863		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA793384	PRJNA793384		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890289	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA756565	PMID:34977060		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890239	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA753135	PRJNA753135		blood	sra	1	1	0	1	1	1	1
blood_reference	GSE126427	PMID:30826177	30826177	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE205823	GSE205823		blood	sra	1	1	0	1	1	1	1
blood_reference	GSE142520	GSE142520		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE134416	GSE134416		blood	sra	1	1	1	1	0	0	0
blood_reference	GSE120691	PMID:32064895	32064895	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA817356	PRJNA817356		blood	sra	1	1	0	1	0	0	0
blood_reference	SRP239396	SRP239396		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA562156	PMID:32167501	32167501	blood	sra	1	1	1	1	0	1	0
blood_reference	PRJNA732398	PRJNA732398		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA876312	PRJNA876312		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA434174	PRJNA434174		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890243	blood	sra	1	1	1	1	0	0	0
blood_reference	PRJNA879439	PRJNA879439		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA314760	PMID:27694195	27694195	blood	sra	1	1	0	1	0	0	0
blood_reference	GSE208038	GSE208038		blood	sra	1	1	1	1	1	0	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890266	blood	sra	1	1	1	1	0	1	0
blood_reference	GSE36522	GSE36522		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE107806	PMID:31761676	31761676	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA837877	PRJNA837877		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE75665	PMID:28611780	28611780	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE219251	GSE219251		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA634346	PRJNA634346		blood	sra	1	1	1	1	0	1	1
blood_reference	PRJNA854164	PMID:36373948.0	36373948.0	blood	sra	1	1	1	1	0	0	0
blood_reference	PRJNA1083463	PRJNA1083463		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA513044	PMID:32047471	32047471	blood	sra	1	1	0	1	0	0	0
blood_reference	PRJNA857013	PRJNA857013		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP393097	SRP393097		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA727495	PRJNA727495		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP502278	SRP502278		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE179487	GSE179487		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA1033573	PRJNA1033573		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890275	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA1132253	PRJNA1132253		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890210	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE196455	GSE196455		blood	sra	1	1	0	1	0	1	1
blood_reference	GSE129882	PMID:32348760		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890253	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890317	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA778236	PMID:32079617	32079617	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE133758	PMID:32221409	32221409	blood	sra	1	1	0	1	0	0	0
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890209	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890324	blood	sra	1	1	0	1	0	0	0
blood_reference	GSE299853	GSE299853		blood	sra	1	1	0	1	1	0	0
blood_reference	GSE188938	GSE188938		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA428258	PRJNA428258		blood	sra	1	1	0	1	0	1	1
blood_reference	GSE159657	GSE159657		blood	sra	1	1	1	0	1	1	1
blood_reference	PRJNA943250	PRJNA943250		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890277	blood	sra	1	1	0	1	0	1	0
blood_reference	SRP215172	SRP215172		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890214	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA722046	PMID:34698500	34698500	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA820292	PRJNA820292		blood	sra	1	1	1	1	0	0	0
blood_reference	GSE102881	GSE102881		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890315	blood	sra	1	1	0	1	0	1	0
blood_reference	GSE141787	GSE141787		blood	sra	1	1	0	1	1	1	0
blood_reference	SRP219781	SRP219781		blood	sra	1	1	0	1	1	1	1
blood_reference	SRP315102	SRP315102		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE302772	GSE302772		blood	sra	1	1	1	1	0	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890235	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1132962	PMID:39435665	39435665	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890245	blood	sra	1	1	0	1	0	1	1
blood_reference	PRJNA528638	PMID:30995102	30995102	blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA513867	PMID:32885175.0	32885175.0	blood	sra	1	1	1	1	1	1	1
blood_reference	SRP366941	SRP366941		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE288083	GSE288083		blood	sra	1	1	0	1	0	0	1
blood_reference	PRJNA670006	PRJNA670006		blood	sra	1	1	1	1	0	0	0
blood_reference	PRJNA358580	PMID:29358694	29358694	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890310	blood	sra	1	1	1	1	0	1	0
blood_reference	SRP356747	SRP356747		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA768792	PMID:36648132.0	36648132.0	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA921731	PRJNA921731		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP132555	SRP132555		blood	sra	1	1	1	1	1	0	1
blood_reference	GSE154272	GSE154272		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1099305	PRJNA1099305		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP457500	SRP457500		blood	sra	1	1	1	1	0	1	1
blood_reference	PRJNA645700	PRJNA645700		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890224	blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA744389	PMID:33273683	33273683	blood	sra	1	1	0	1	0	0	0
blood_reference	PRJNA905367	PRJNA905367		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE166663	PMID:33995378	33995378	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE201566	GSE201566		blood	sra	1	1	1	1	1	0	0
blood_reference	GSE179645	GSE179645		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA726734	PRJNA726734		blood	sra	1	1	1	1	0	1	1
blood_reference	PRJNA636362	PMID:33343577	33343577	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE206648	GSE206648		blood	sra	1	1	0	1	1	1	1
blood_reference	PRJNA510012	PMID:31183075	31183075	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE219616	GSE219616		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890257	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJEB23804	PRJEB23804		blood	sra	1	1	1	1	1	1	1
